Year,Geography,Parent_Code_1,Parent_Code_2,Org_Code,Contract_Type,Age_Group,Gender,Dentist_Count
2016-17,4.Clinical Commissioning Group,Y59,Q87,15A,TDS,55+,F,4
2016-17,4.Clinical Commissioning Group,Y59,Q87,15A,TDS,Under 35,F,3
2016-17,4.Clinical Commissioning Group,Y59,Q87,15D,GDS,35-44,F,31
2016-17,4.Clinical Commissioning Group,Y59,Q87,15D,GDS,55+,F,5
2016-17,4.Clinical Commissioning Group,Y59,Q87,15D,GDS,Under 35,M,43
2016-17,4.Clinical Commissioning Group,Y59,Q87,15D,Mixed,35-44,M,1
2016-17,4.Clinical Commissioning Group,Y59,Q87,15D,Mixed,55+,M,2
2016-17,4.Clinical Commissioning Group,Y59,Q87,15D,Mixed,Under 35,M,5
2016-17,4.Clinical Commissioning Group,Y59,Q87,15D,PDS,45-54,M,2
2016-17,4.Clinical Commissioning Group,Y59,Q87,15D,PDS,55+,M,3
2016-17,4.Clinical Commissioning Group,Y59,Q87,15D,PDS,Under 35,M,6
2016-17,4.Clinical Commissioning Group,Y59,Q87,15D,TDS,45-54,M,1
2016-17,4.Clinical Commissioning Group,Y59,Q87,15D,TDS,55+,M,2
2016-17,4.Clinical Commissioning Group,Y59,Q87,99M,GDS,35-44,M,14
2016-17,4.Clinical Commissioning Group,Y59,Q87,99M,GDS,55+,M,10
2016-17,4.Clinical Commissioning Group,Y59,Q87,99M,GDS,Under 35,M,19
2016-17,4.Clinical Commissioning Group,Y59,Q87,99M,PDS,45-54,M,2
2016-17,4.Clinical Commissioning Group,Y59,Q87,99M,PDS,55+,M,1
2016-17,4.Clinical Commissioning Group,Y59,Q87,99M,TDS,Under 35,F,1
2016-17,4.Clinical Commissioning Group,Y59,Q88,09C,GDS,35-44,M,11
2016-17,4.Clinical Commissioning Group,Y59,Q88,09C,GDS,55+,M,5
2016-17,4.Clinical Commissioning Group,Y59,Q88,09D,GDS,45-54,M,21
2016-17,4.Clinical Commissioning Group,Y59,Q88,09D,GDS,55+,M,17
2016-17,4.Clinical Commissioning Group,Y59,Q88,09D,Mixed,35-44,F,1
2016-17,4.Clinical Commissioning Group,Y59,Q88,09D,PDS,35-44,F,4
2016-17,4.Clinical Commissioning Group,Y59,Q88,09E,GDS,45-54,M,10
2016-17,4.Clinical Commissioning Group,Y59,Q88,09E,GDS,55+,M,15
2016-17,4.Clinical Commissioning Group,Y59,Q88,09E,PDS,35-44,F,6
2016-17,4.Clinical Commissioning Group,Y59,Q88,09E,PDS,Under 35,F,8
2016-17,4.Clinical Commissioning Group,Y59,Q88,09F,GDS,45-54,M,17
2016-17,4.Clinical Commissioning Group,Y59,Q88,09F,GDS,Under 35,F,24
2016-17,4.Clinical Commissioning Group,Y59,Q88,09F,PDS,Under 35,F,1
2016-17,4.Clinical Commissioning Group,Y59,Q88,09F,TDS,35-44,M,3
2016-17,4.Clinical Commissioning Group,Y59,Q88,09F,TDS,45-54,F,1
2016-17,4.Clinical Commissioning Group,Y59,Q88,09G,GDS,35-44,M,39
2016-17,4.Clinical Commissioning Group,Y59,Q88,09G,GDS,45-54,F,21
2016-17,4.Clinical Commissioning Group,Y59,Q88,09G,Mixed,45-54,M,1
2016-17,4.Clinical Commissioning Group,Y59,Q88,09H,GDS,55+,F,1
2016-17,4.Clinical Commissioning Group,Y59,Q88,09H,GDS,Under 35,M,10
2016-17,4.Clinical Commissioning Group,Y59,Q88,09H,Mixed,45-54,M,1
2016-17,4.Clinical Commissioning Group,Y59,Q88,09H,Mixed,Under 35,M,3
2016-17,4.Clinical Commissioning Group,Y59,Q88,09H,PDS,45-54,M,3
2016-17,4.Clinical Commissioning Group,Y59,Q88,09H,PDS,55+,M,3
2016-17,4.Clinical Commissioning Group,Y60,Q78,04V,Mixed,35-44,M,2
2016-17,4.Clinical Commissioning Group,Y60,Q78,04V,PDS,35-44,M,4
2016-17,4.Clinical Commissioning Group,Y60,Q78,99D,GDS,45-54,M,10
2016-17,4.Clinical Commissioning Group,Y60,Q78,99D,GDS,55+,M,10
2016-17,4.Clinical Commissioning Group,Y60,Q78,99D,GDS,Under 35,M,4
2016-17,4.Clinical Commissioning Group,Y60,Q78,99D,Mixed,45-54,M,1
2016-17,4.Clinical Commissioning Group,Y60,Q78,99D,Mixed,55+,M,1
2016-17,4.Clinical Commissioning Group,Y60,Q78,99D,PDS,35-44,F,2
2016-17,4.Clinical Commissioning Group,Y60,Q78,99D,PDS,45-54,M,1
2016-17,4.Clinical Commissioning Group,Y60,Q78,99D,PDS,55+,M,1
2016-17,4.Clinical Commissioning Group,Y61,Q79,04F,GDS,45-54,M,8
2016-17,4.Clinical Commissioning Group,Y61,Q79,04F,GDS,Under 35,F,26
2016-17,4.Clinical Commissioning Group,Y61,Q79,04F,PDS,45-54,F,2
2016-17,4.Clinical Commissioning Group,Y61,Q79,04F,TDS,45-54,F,4
2016-17,4.Clinical Commissioning Group,Y61,Q79,06F,GDS,35-44,M,18
2016-17,4.Clinical Commissioning Group,Y61,Q79,06F,Mixed,35-44,M,1
2016-17,4.Clinical Commissioning Group,Y61,Q79,06F,PDS,35-44,M,7
2016-17,4.Clinical Commissioning Group,Y61,Q79,06F,PDS,Under 35,M,13
2016-17,4.Clinical Commissioning Group,Y61,Q79,06H,GDS,45-54,F,28
2016-17,4.Clinical Commissioning Group,Y61,Q79,06H,GDS,Under 35,F,70
2016-17,4.Clinical Commissioning Group,Y61,Q79,06H,Mixed,45-54,F,1
2016-17,4.Clinical Commissioning Group,Y61,Q79,06H,PDS,45-54,F,9
2016-17,4.Clinical Commissioning Group,Y61,Q79,06H,PDS,55+,F,3
2016-17,4.Clinical Commissioning Group,Y61,Q79,06K,Mixed,35-44,M,2
2016-17,4.Clinical Commissioning Group,Y61,Q79,06K,PDS,35-44,M,5
2016-17,4.Clinical Commissioning Group,Y61,Q79,06K,PDS,Under 35,M,4
2016-17,4.Clinical Commissioning Group,Y61,Q79,06L,GDS,45-54,M,19
2016-17,4.Clinical Commissioning Group,Y61,Q79,06L,GDS,Under 35,M,22
2016-17,4.Clinical Commissioning Group,Y61,Q79,06L,Mixed,35-44,F,1
2016-17,4.Clinical Commissioning Group,Y61,Q79,06L,Mixed,Under 35,F,1
2016-17,4.Clinical Commissioning Group,Y61,Q79,06L,PDS,35-44,F,6
2016-17,4.Clinical Commissioning Group,Y60,Q78,04D,GDS,55+,F,2
2016-17,4.Clinical Commissioning Group,Y60,Q78,04D,GDS,Under 35,F,25
2016-17,4.Clinical Commissioning Group,Y60,Q78,04D,Mixed,55+,F,1
2016-17,4.Clinical Commissioning Group,Y60,Q78,04D,Mixed,Under 35,M,2
2016-17,4.Clinical Commissioning Group,Y60,Q78,04D,PDS,35-44,M,2
2016-17,4.Clinical Commissioning Group,Y60,Q78,04D,PDS,Under 35,M,3
2016-17,4.Clinical Commissioning Group,Y60,Q78,04G,GDS,35-44,F,44
2016-17,4.Clinical Commissioning Group,Y60,Q78,04G,Mixed,Under 35,M,4
2016-17,4.Clinical Commissioning Group,Y60,Q78,04G,PDS,35-44,F,3
2016-17,4.Clinical Commissioning Group,Y60,Q78,04G,PDS,55+,F,4
2016-17,4.Clinical Commissioning Group,Y60,Q78,04G,PDS,Under 35,M,11
2016-17,4.Clinical Commissioning Group,Y60,Q78,04Q,GDS,55+,M,2
2016-17,4.Clinical Commissioning Group,Y60,Q78,04Q,GDS,Under 35,M,6
2016-17,4.Clinical Commissioning Group,Y60,Q78,04Q,PDS,45-54,M,3
2016-17,4.Clinical Commissioning Group,Y60,Q78,04Q,TDS,Under 35,F,1
2016-17,4.Clinical Commissioning Group,Y60,Q78,04V,GDS,35-44,M,21
2016-17,4.Clinical Commissioning Group,Y60,Q78,04V,GDS,55+,M,15
2016-17,4.Clinical Commissioning Group,Y60,Q78,04V,GDS,Under 35,M,34
2016-17,4.Clinical Commissioning Group,Y60,Q78,04V,Mixed,45-54,M,1
2016-17,4.Clinical Commissioning Group,Y60,Q78,04V,PDS,55+,M,2
2016-17,4.Clinical Commissioning Group,Y60,Q78,99D,GDS,35-44,F,5
2016-17,4.Clinical Commissioning Group,Y60,Q78,99D,GDS,Under 35,F,6
2016-17,4.Clinical Commissioning Group,Y60,Q78,99D,PDS,35-44,M,4
2016-17,4.Clinical Commissioning Group,Y60,Q78,99D,PDS,45-54,F,1
2016-17,4.Clinical Commissioning Group,Y61,Q79,04F,GDS,35-44,F,18
2016-17,4.Clinical Commissioning Group,Y61,Q79,04F,PDS,35-44,F,2
2016-17,4.Clinical Commissioning Group,Y61,Q79,06F,GDS,45-54,M,32
2016-17,4.Clinical Commissioning Group,Y61,Q79,06F,Mixed,Under 35,F,1
2016-17,4.Clinical Commissioning Group,Y61,Q79,06F,PDS,35-44,F,8
2016-17,4.Clinical Commissioning Group,Y61,Q79,06F,PDS,55+,F,2
2016-17,4.Clinical Commissioning Group,Y61,Q79,06F,PDS,Under 35,F,20
2016-17,4.Clinical Commissioning Group,Y61,Q79,06H,GDS,35-44,F,58
2016-17,4.Clinical Commissioning Group,Y61,Q79,06H,GDS,55+,F,5
2016-17,4.Clinical Commissioning Group,Y61,Q79,06H,GDS,Under 35,M,46
2016-17,4.Clinical Commissioning Group,Y61,Q79,06H,Mixed,55+,M,3
2016-17,4.Clinical Commissioning Group,Y61,Q79,06H,PDS,45-54,M,7
2016-17,4.Clinical Commissioning Group,Y61,Q79,06H,PDS,55+,M,12
2016-17,4.Clinical Commissioning Group,Y61,Q79,06H,PDS,Under 35,M,14
2016-17,4.Clinical Commissioning Group,Y61,Q79,06K,GDS,45-54,M,27
2016-17,4.Clinical Commissioning Group,Y61,Q79,06K,GDS,Under 35,F,89
2016-17,4.Clinical Commissioning Group,Y61,Q79,06K,Mixed,35-44,F,3
2016-17,4.Clinical Commissioning Group,Y61,Q79,06K,Mixed,Under 35,F,3
2016-17,4.Clinical Commissioning Group,Y61,Q79,06K,PDS,45-54,F,7
2016-17,4.Clinical Commissioning Group,Y61,Q79,06K,PDS,Under 35,F,3
2016-17,4.Clinical Commissioning Group,Y61,Q79,06L,GDS,35-44,M,19
2016-17,4.Clinical Commissioning Group,Y61,Q79,06L,GDS,55+,M,31
2016-17,4.Clinical Commissioning Group,Y61,Q79,06M,GDS,45-54,M,11
2016-17,4.Clinical Commissioning Group,Y61,Q79,06M,GDS,55+,M,20
2016-17,4.Clinical Commissioning Group,Y61,Q79,06M,Mixed,Under 35,F,1
2016-17,4.Clinical Commissioning Group,Y61,Q79,06M,PDS,35-44,F,1
2016-17,4.Clinical Commissioning Group,Y61,Q79,06M,TDS,45-54,F,1
2016-17,4.Clinical Commissioning Group,Y61,Q79,06M,TDS,55+,F,2
2016-17,4.Clinical Commissioning Group,Y61,Q79,06M,TDS,Under 35,F,1
2016-17,4.Clinical Commissioning Group,Y61,Q79,06N,GDS,45-54,M,40
2016-17,4.Clinical Commissioning Group,Y61,Q79,06N,GDS,55+,M,36
2016-17,4.Clinical Commissioning Group,Y61,Q79,06N,Mixed,35-44,F,3
2016-17,4.Clinical Commissioning Group,Y61,Q79,06N,Mixed,Under 35,F,3
2016-17,4.Clinical Commissioning Group,Y61,Q79,06N,PDS,35-44,F,12
2016-17,4.Clinical Commissioning Group,Y61,Q79,06N,PDS,55+,F,2
2016-17,4.Clinical Commissioning Group,Y61,Q79,06N,PDS,Under 35,F,9
2016-17,4.Clinical Commissioning Group,Y61,Q79,06N,TDS,45-54,F,1
2016-17,4.Clinical Commissioning Group,Y61,Q79,06P,GDS,35-44,F,10
2016-17,4.Clinical Commissioning Group,Y61,Q79,06P,GDS,55+,F,1
2016-17,4.Clinical Commissioning Group,Y61,Q79,06P,GDS,Under 35,M,26
2016-17,4.Clinical Commissioning Group,Y61,Q79,06P,PDS,Under 35,M,3
2016-17,4.Clinical Commissioning Group,Y61,Q79,06Q,GDS,Under 35,F,47
2016-17,4.Clinical Commissioning Group,Y61,Q79,06Q,Mixed,35-44,M,2
2016-17,4.Clinical Commissioning Group,Y61,Q79,06Q,Mixed,45-54,F,1
2016-17,4.Clinical Commissioning Group,Y61,Q79,06Q,PDS,35-44,M,4
2016-17,4.Clinical Commissioning Group,Y61,Q79,06Q,PDS,55+,F,1
2016-17,4.Clinical Commissioning Group,Y61,Q79,06T,GDS,Under 35,F,22
2016-17,4.Clinical Commissioning Group,Y61,Q79,06T,PDS,35-44,M,1
2016-17,4.Clinical Commissioning Group,Y61,Q79,06T,PDS,45-54,F,1
2016-17,4.Clinical Commissioning Group,Y61,Q79,06V,GDS,Under 35,F,11
2016-17,4.Clinical Commissioning Group,Y61,Q79,06V,PDS,35-44,M,2
2016-17,4.Clinical Commissioning Group,Y61,Q79,06V,PDS,45-54,F,2
2016-17,4.Clinical Commissioning Group,Y61,Q79,06W,GDS,35-44,M,15
2016-17,4.Clinical Commissioning Group,Y61,Q79,06W,GDS,55+,M,20
2016-17,4.Clinical Commissioning Group,Y61,Q79,06W,PDS,35-44,F,2
2016-17,4.Clinical Commissioning Group,Y61,Q79,06W,TDS,35-44,F,2
2016-17,4.Clinical Commissioning Group,Y61,Q79,06W,TDS,Under 35,F,1
2016-17,4.Clinical Commissioning Group,Y61,Q79,06Y,GDS,35-44,M,15
2016-17,4.Clinical Commissioning Group,Y62,Q75,01T,PDS,Under 35,M,4
2016-17,4.Clinical Commissioning Group,Y62,Q75,01V,GDS,35-44,F,11
2016-17,4.Clinical Commissioning Group,Y62,Q75,01V,GDS,55+,F,1
2016-17,4.Clinical Commissioning Group,Y62,Q75,01V,Mixed,Under 35,M,1
2016-17,4.Clinical Commissioning Group,Y62,Q75,01V,PDS,35-44,M,1
2016-17,4.Clinical Commissioning Group,Y62,Q75,01V,PDS,55+,M,1
2016-17,4.Clinical Commissioning Group,Y62,Q75,01V,PDS,Under 35,M,5
2016-17,4.Clinical Commissioning Group,Y62,Q75,01X,GDS,Under 35,F,23
2016-17,4.Clinical Commissioning Group,Y62,Q75,01X,Mixed,45-54,F,2
2016-17,4.Clinical Commissioning Group,Y62,Q75,01X,PDS,35-44,M,2
2016-17,4.Clinical Commissioning Group,Y62,Q75,01X,PDS,45-54,F,5
2016-17,4.Clinical Commissioning Group,Y62,Q75,01X,PDS,55+,F,3
2016-17,4.Clinical Commissioning Group,Y62,Q75,02D,GDS,45-54,M,10
2016-17,4.Clinical Commissioning Group,Y62,Q75,02D,GDS,Under 35,F,8
2016-17,4.Clinical Commissioning Group,Y62,Q75,02D,PDS,45-54,F,3
2016-17,4.Clinical Commissioning Group,Y62,Q75,02D,PDS,55+,F,1
2016-17,4.Clinical Commissioning Group,Y62,Q75,02D,PDS,Under 35,F,3
2016-17,4.Clinical Commissioning Group,Y62,Q75,02E,GDS,Under 35,F,30
2016-17,4.Clinical Commissioning Group,Y62,Q75,02E,Mixed,45-54,F,1
2016-17,4.Clinical Commissioning Group,Y62,Q75,02E,PDS,35-44,M,3
2016-17,4.Clinical Commissioning Group,Y62,Q75,02E,PDS,45-54,F,6
2016-17,4.Clinical Commissioning Group,Y62,Q75,02E,PDS,55+,F,2
2016-17,4.Clinical Commissioning Group,Y62,Q75,02F,GDS,35-44,F,20
2016-17,4.Clinical Commissioning Group,Y62,Q75,02F,GDS,Under 35,F,46
2016-17,4.Clinical Commissioning Group,Y62,Q75,02F,Mixed,35-44,M,1
2016-17,4.Clinical Commissioning Group,Y62,Q75,02F,Mixed,45-54,F,2
2016-17,4.Clinical Commissioning Group,Y62,Q75,02F,PDS,35-44,M,4
2016-17,4.Clinical Commissioning Group,Y62,Q75,02F,PDS,45-54,F,5
2016-17,4.Clinical Commissioning Group,Y62,Q75,02F,PDS,Under 35,M,4
2016-17,4.Clinical Commissioning Group,Y62,Q75,12F,GDS,35-44,F,24
2016-17,4.Clinical Commissioning Group,Y62,Q75,12F,GDS,Under 35,F,60
2016-17,4.Clinical Commissioning Group,Y62,Q75,12F,Mixed,35-44,M,2
2016-17,4.Clinical Commissioning Group,Y62,Q75,12F,Mixed,Under 35,M,1
2016-17,4.Clinical Commissioning Group,Y62,Q75,12F,PDS,35-44,M,4
2016-17,4.Clinical Commissioning Group,Y62,Q75,12F,PDS,45-54,F,3
2016-17,4.Clinical Commissioning Group,Y62,Q75,12F,PDS,Under 35,M,4
2016-17,4.Clinical Commissioning Group,Y62,Q75,99A,GDS,35-44,M,29
2016-17,4.Clinical Commissioning Group,Y62,Q75,99A,GDS,55+,M,22
2016-17,4.Clinical Commissioning Group,Y62,Q75,99A,TDS,35-44,F,2
2016-17,4.Clinical Commissioning Group,Y62,Q75,99A,TDS,Under 35,F,1
2016-17,4.Clinical Commissioning Group,Y62,Q83,00T,GDS,35-44,F,16
2016-17,4.Clinical Commissioning Group,Y62,Q83,00T,GDS,Under 35,F,37
2016-17,4.Clinical Commissioning Group,Y62,Q83,00T,PDS,45-54,F,1
2016-17,4.Clinical Commissioning Group,Y62,Q83,00T,TDS,35-44,M,1
2016-17,4.Clinical Commissioning Group,Y62,Q83,00V,GDS,35-44,F,14
2016-17,4.Clinical Commissioning Group,Y62,Q83,00V,GDS,Under 35,F,21
2016-17,4.Clinical Commissioning Group,Y62,Q83,00V,TDS,35-44,M,5
2016-17,4.Clinical Commissioning Group,Y62,Q83,00V,TDS,Under 35,M,6
2016-17,4.Clinical Commissioning Group,Y62,Q83,00Y,GDS,35-44,M,13
2016-17,4.Clinical Commissioning Group,Y62,Q83,00Y,GDS,45-54,F,7
2016-17,4.Clinical Commissioning Group,Y62,Q83,00Y,TDS,35-44,F,2
2016-17,4.Clinical Commissioning Group,Y62,Q83,01D,GDS,45-54,M,8
2016-17,4.Clinical Commissioning Group,Y62,Q83,01D,GDS,55+,M,9
2016-17,4.Clinical Commissioning Group,Y62,Q83,01D,PDS,35-44,F,1
2016-17,4.Clinical Commissioning Group,Y62,Q83,01D,TDS,35-44,F,3
2016-17,4.Clinical Commissioning Group,Y62,Q83,01D,TDS,Under 35,F,9
2016-17,4.Clinical Commissioning Group,Y62,Q83,01G,GDS,35-44,M,15
2016-17,4.Clinical Commissioning Group,Y62,Q83,01G,GDS,45-54,F,6
2016-17,4.Clinical Commissioning Group,Y62,Q83,01W,GDS,35-44,M,18
2016-17,4.Clinical Commissioning Group,Y62,Q83,01W,GDS,55+,M,19
2016-17,4.Clinical Commissioning Group,Y62,Q83,01W,PDS,35-44,F,4
2016-17,4.Clinical Commissioning Group,Y62,Q83,01W,TDS,Under 35,F,2
2016-17,4.Clinical Commissioning Group,Y62,Q83,01Y,GDS,35-44,M,18
2016-17,4.Clinical Commissioning Group,Y62,Q83,01Y,GDS,45-54,F,9
2016-17,4.Clinical Commissioning Group,Y62,Q83,01Y,GDS,55+,F,2
2016-17,4.Clinical Commissioning Group,Y62,Q83,01Y,GDS,Under 35,M,25
2016-17,4.Clinical Commissioning Group,Y62,Q83,01Y,PDS,45-54,M,3
2016-17,4.Clinical Commissioning Group,Y62,Q83,02A,GDS,35-44,F,19
2016-17,4.Clinical Commissioning Group,Y62,Q83,02A,PDS,55+,M,1
2016-17,4.Clinical Commissioning Group,Y62,Q83,02A,TDS,Under 35,M,5
2016-17,4.Clinical Commissioning Group,Y62,Q83,02H,GDS,55+,F,3
2016-17,4.Clinical Commissioning Group,Y62,Q83,02H,GDS,Under 35,M,36
2016-17,4.Clinical Commissioning Group,Y62,Q83,02H,Mixed,45-54,M,1
2016-17,4.Clinical Commissioning Group,Y62,Q83,02H,Mixed,55+,M,1
2016-17,4.Clinical Commissioning Group,Y62,Q83,02H,PDS,55+,M,3
2016-17,4.Clinical Commissioning Group,Y62,Q83,02H,PDS,Under 35,M,1
2016-17,4.Clinical Commissioning Group,Y62,Q83,14L,GDS,35-44,M,39
2016-17,4.Clinical Commissioning Group,Y62,Q83,14L,GDS,55+,M,14
2016-17,4.Clinical Commissioning Group,Y62,Q83,14L,GDS,Under 35,M,65
2016-17,4.Clinical Commissioning Group,Y62,Q83,14L,PDS,45-54,M,1
2016-17,4.Clinical Commissioning Group,Y62,Q83,14L,TDS,35-44,F,4
2016-17,4.Clinical Commissioning Group,Y62,Q83,14L,TDS,Under 35,F,4
2016-17,4.Clinical Commissioning Group,Y63,Q72,03F,GDS,35-44,M,20
2016-17,4.Clinical Commissioning Group,Y63,Q72,03F,GDS,45-54,F,8
2016-17,4.Clinical Commissioning Group,Y63,Q72,03F,GDS,Under 35,M,22
2016-17,4.Clinical Commissioning Group,Y63,Q72,03F,PDS,45-54,M,4
2016-17,4.Clinical Commissioning Group,Y63,Q72,03F,PDS,55+,M,1
2016-17,4.Clinical Commissioning Group,Y63,Q72,03H,PDS,35-44,F,4
2016-17,4.Clinical Commissioning Group,Y63,Q72,03J,GDS,35-44,F,10
2016-17,4.Clinical Commissioning Group,Y63,Q72,03J,GDS,Under 35,F,27
2016-17,4.Clinical Commissioning Group,Y63,Q72,03J,PDS,Under 35,M,2
2016-17,4.Clinical Commissioning Group,Y63,Q72,03J,TDS,45-54,M,2
2016-17,4.Clinical Commissioning Group,Y63,Q72,03J,TDS,55+,M,2
2016-17,4.Clinical Commissioning Group,Y63,Q72,03J,TDS,Under 35,M,2
2016-17,4.Clinical Commissioning Group,Y63,Q72,03K,GDS,35-44,M,8
2016-17,4.Clinical Commissioning Group,Y63,Q72,03K,GDS,55+,M,6
2016-17,4.Clinical Commissioning Group,Y63,Q72,03K,GDS,Under 35,M,7
2016-17,4.Clinical Commissioning Group,Y63,Q72,03K,PDS,45-54,M,2
2016-17,4.Clinical Commissioning Group,Y63,Q72,03L,GDS,35-44,F,12
2016-17,4.Clinical Commissioning Group,Y63,Q72,03L,GDS,55+,F,3
2016-17,4.Clinical Commissioning Group,Y63,Q72,03L,GDS,Under 35,F,46
2016-17,4.Clinical Commissioning Group,Y63,Q72,03L,Mixed,35-44,M,1
2016-17,4.Clinical Commissioning Group,Y63,Q72,03L,Mixed,Under 35,M,3
2016-17,4.Clinical Commissioning Group,Y63,Q72,03L,PDS,45-54,F,2
2016-17,4.Clinical Commissioning Group,Y63,Q72,03L,PDS,55+,F,2
2016-17,4.Clinical Commissioning Group,Y63,Q72,03L,PDS,Under 35,M,1
2016-17,4.Clinical Commissioning Group,Y63,Q72,03M,GDS,35-44,M,4
2016-17,4.Clinical Commissioning Group,Y63,Q72,03M,GDS,45-54,F,8
2016-17,4.Clinical Commissioning Group,Y63,Q72,03M,GDS,55+,F,2
2016-17,4.Clinical Commissioning Group,Y63,Q72,03M,PDS,55+,M,1
2016-17,4.Clinical Commissioning Group,Y63,Q72,03N,GDS,35-44,M,31
2016-17,4.Clinical Commissioning Group,Y63,Q72,03N,GDS,45-54,F,25
2016-17,4.Clinical Commissioning Group,Y63,Q72,03N,GDS,Under 35,M,54
2016-17,4.Clinical Commissioning Group,Y63,Q72,03N,Mixed,35-44,M,1
2016-17,4.Clinical Commissioning Group,Y63,Q72,03N,PDS,55+,M,5
2016-17,4.Clinical Commissioning Group,Y63,Q72,03Q,GDS,45-54,M,13
2016-17,4.Clinical Commissioning Group,Y63,Q72,03Q,GDS,55+,M,15
2016-17,4.Clinical Commissioning Group,Y63,Q72,03Q,GDS,Under 35,M,39
2016-17,4.Clinical Commissioning Group,Y63,Q72,03Q,PDS,45-54,M,4
2016-17,4.Clinical Commissioning Group,Y63,Q72,03Q,PDS,Under 35,F,1
2016-17,4.Clinical Commissioning Group,Y63,Q72,03Q,TDS,35-44,F,2
2016-17,4.Clinical Commissioning Group,Y63,Q72,03Q,TDS,55+,F,4
2016-17,4.Clinical Commissioning Group,Y63,Q72,03Q,TDS,Under 35,F,3
2016-17,4.Clinical Commissioning Group,Y63,Q72,03R,GDS,35-44,F,15
2016-17,4.Clinical Commissioning Group,Y63,Q72,03R,GDS,Under 35,F,36
2016-17,4.Clinical Commissioning Group,Y63,Q72,03R,Mixed,35-44,F,1
2016-17,4.Clinical Commissioning Group,Y63,Q72,03R,Mixed,Under 35,M,2
2016-17,4.Clinical Commissioning Group,Y63,Q72,03R,PDS,45-54,F,5
2016-17,4.Clinical Commissioning Group,Y63,Q72,03R,PDS,Under 35,M,7
2016-17,4.Clinical Commissioning Group,Y63,Q72,03R,TDS,55+,M,1
2016-17,4.Clinical Commissioning Group,Y63,Q72,03R,TDS,Under 35,M,2
2016-17,4.Clinical Commissioning Group,Y63,Q72,15F,GDS,35-44,M,44
2016-17,4.Clinical Commissioning Group,Y63,Q72,15F,GDS,45-54,F,28
2016-17,4.Clinical Commissioning Group,Y63,Q72,15F,GDS,Under 35,M,77
2016-17,4.Clinical Commissioning Group,Y63,Q72,15F,PDS,45-54,M,1
2016-17,4.Clinical Commissioning Group,Y63,Q72,15F,PDS,55+,M,4
2016-17,4.Clinical Commissioning Group,Y63,Q72,15F,TDS,35-44,F,6
2016-17,4.Clinical Commissioning Group,Y63,Q74,00C,GDS,45-54,M,7
2016-17,4.Clinical Commissioning Group,Y63,Q74,00C,GDS,55+,M,9
2016-17,4.Clinical Commissioning Group,Y63,Q74,00D,GDS,45-54,M,16
2016-17,4.Clinical Commissioning Group,Y63,Q74,00J,GDS,35-44,M,17
2016-17,4.Clinical Commissioning Group,Y63,Q74,00J,GDS,55+,M,6
2016-17,4.Clinical Commissioning Group,Y63,Q74,00J,TDS,35-44,F,1
2016-17,4.Clinical Commissioning Group,Y63,Q74,00J,TDS,Under 35,F,7
2016-17,4.Clinical Commissioning Group,Y63,Q74,00K,GDS,35-44,F,17
2016-17,4.Clinical Commissioning Group,Y63,Q74,00K,GDS,Under 35,F,27
2016-17,4.Clinical Commissioning Group,Y63,Q74,00K,Mixed,35-44,M,5
2016-17,4.Clinical Commissioning Group,Y63,Q74,00K,PDS,35-44,M,2
2016-17,4.Clinical Commissioning Group,Y63,Q74,00K,PDS,45-54,F,1
2016-17,4.Clinical Commissioning Group,Y63,Q74,00K,PDS,Under 35,M,4
2016-17,4.Clinical Commissioning Group,Y63,Q74,00L,GDS,45-54,M,24
2016-17,4.Clinical Commissioning Group,Y63,Q74,00L,GDS,55+,M,9
2016-17,4.Clinical Commissioning Group,Y63,Q74,00L,Mixed,Under 35,F,1
2016-17,4.Clinical Commissioning Group,Y63,Q74,00L,PDS,35-44,F,3
2016-17,4.Clinical Commissioning Group,Y63,Q74,00L,PDS,Under 35,F,1
2016-17,4.Clinical Commissioning Group,Y63,Q74,00L,TDS,55+,F,1
2016-17,4.Clinical Commissioning Group,Y63,Q74,00L,TDS,Under 35,F,8
2016-17,4.Clinical Commissioning Group,Y63,Q74,00M,GDS,Under 35,F,34
2016-17,4.Clinical Commissioning Group,Y63,Q74,00M,Mixed,45-54,F,1
2016-17,4.Clinical Commissioning Group,Y63,Q74,00M,PDS,45-54,F,2
2016-17,4.Clinical Commissioning Group,Y63,Q74,00M,TDS,45-54,F,1
2016-17,4.Clinical Commissioning Group,Y63,Q74,00N,GDS,Under 35,F,33
2016-17,4.Clinical Commissioning Group,Y63,Q74,00N,PDS,45-54,F,3
2016-17,4.Clinical Commissioning Group,Y63,Q74,00N,PDS,55+,F,2
2016-17,4.Clinical Commissioning Group,Y59,Q87,15D,GDS,45-54,M,28
2016-17,4.Clinical Commissioning Group,Y59,Q87,15D,GDS,55+,M,21
2016-17,4.Clinical Commissioning Group,Y59,Q87,15D,Mixed,35-44,F,3
2016-17,4.Clinical Commissioning Group,Y59,Q87,15D,Mixed,Under 35,F,3
2016-17,4.Clinical Commissioning Group,Y59,Q87,15D,PDS,35-44,F,4
2016-17,4.Clinical Commissioning Group,Y59,Q87,15D,PDS,Under 35,F,6
2016-17,4.Clinical Commissioning Group,Y59,Q87,15D,TDS,45-54,F,4
2016-17,4.Clinical Commissioning Group,Y59,Q87,15D,TDS,55+,F,3
2016-17,4.Clinical Commissioning Group,Y59,Q87,15D,TDS,Under 35,F,4
